family,species,p4_m,p4_sd,p7_m,p7_sd,p2_m,p2_sd,p3_m,p3_sd,p8_m,p8_sd,p6_m,p6_sd,p1_m,p1_sd,p5_m,p5_sd,nentropy_m,nentropy_sd,sd_tot,trophic_guild_predicted,trophic_guild_predicted_text
Congridae,Gorgasia_thamani,0.510729775,0.194426237,0.449783901,0.199328711,4.94E-04,0.015807399,1.80E-04,0.005090295,0.016590794,0.077063078,6.68E-04,0.006641051,3.69E-06,7.16E-05,0.021550494,0.043053987,0.827998797,0.04381489,0.292652958,4,piscivore
Congridae,Gorgasia_japonica,0.445966753,0.190706045,0.499459863,0.201823117,4.61E-04,0.013228318,2.00E-04,0.005188907,0.022354105,0.089768329,4.85E-04,0.004035878,4.88E-06,9.01E-05,0.031069014,0.055412581,0.816283276,0.051037222,0.297402896,7,crustacivore
Congridae,Gorgasia_galzini,0.220430957,0.139625039,0.619037889,0.213366867,3.72E-04,0.005638822,2.33E-04,0.002468819,0.058081996,0.142975756,1.73E-04,0.001457928,1.51E-05,2.40E-04,0.101656559,0.129374417,0.766321492,0.082121307,0.31975061,7,crustacivore
Congridae,Gorgasia_maculata,0.312880256,0.168039582,0.584091644,0.205210151,4.02E-04,0.007886343,2.36E-04,0.004519222,0.039234044,0.118250427,2.65E-04,0.001982034,8.85E-06,1.43E-04,0.062882357,0.091143579,0.786726785,0.06938851,0.304508438,7,crustacivore
Congridae,Gorgasia_punctata,0.203066849,0.132985343,0.622035795,0.216215921,3.64E-04,0.005318543,2.38E-04,0.002432143,0.062707747,0.148399367,1.58E-04,0.001367852,1.70E-05,2.75E-04,0.11141253,0.138158184,0.763200641,0.084607141,0.324931733,7,crustacivore
Congridae,Gorgasia_hawaiiensis,0.258760056,0.152749487,0.607927241,0.208771173,3.86E-04,0.006418136,2.33E-04,0.003181291,0.049244778,0.131919523,2.08E-04,0.001660589,1.18E-05,1.86E-04,0.083229366,0.111878535,0.77456859,0.076596611,0.311273964,7,crustacivore
Congridae,Gorgasia_barnesi,0.518318513,0.194555515,0.443706518,0.19891186,4.98E-04,0.01608374,1.77E-04,0.005075381,0.015989598,0.075593639,6.94E-04,0.007018654,3.57E-06,6.96E-05,0.02061292,0.04172684,0.829269582,0.043092011,0.291902409,4,piscivore
Congridae,Gorgasia_sillneri,0.378870616,0.181850181,0.54575623,0.203278095,4.27E-04,0.010375201,2.22E-04,0.005143776,0.029808824,0.10350346,3.55E-04,0.002602346,6.52E-06,1.13E-04,0.044554333,0.071154003,0.80225036,0.059967907,0.300513259,7,crustacivore
Congridae,Gorgasia_preclara,0.144110399,0.106697785,0.618843724,0.230357439,3.33E-04,0.004501606,2.95E-04,0.003182319,0.082776077,0.169671888,1.11E-04,0.001059073,2.71E-05,4.69E-04,0.153504383,0.172375016,0.757091596,0.092155486,0.350688461,7,crustacivore
Congridae,Heteroconger_polyzona,0.094271143,0.086919355,0.562570329,0.265993325,0.001599577,0.028612272,6.61E-04,0.011651648,0.113609571,0.210773053,1.05E-04,0.001398368,8.24E-04,0.023196004,0.226359883,0.230118951,0.768571258,0.095131719,0.420929766,7,crustacivore
Congridae,Heteroconger_cobra,0.122230527,0.104500102,0.596761684,0.248348479,0.00141952,0.024570999,6.63E-04,0.01323194,0.088144293,0.183648796,1.97E-04,0.002798447,5.71E-04,0.018373652,0.190012667,0.203709921,0.766323441,0.091364036,0.385935346,7,crustacivore
Congridae,Lumiconger_arafura,0.051312771,0.058285711,0.515204823,0.272006091,8.04E-04,0.014075117,0.001216622,0.025281862,0.133358642,0.220625505,5.53E-05,5.07E-04,8.55E-04,0.020340234,0.297192327,0.258827884,0.781076423,0.090886594,0.440798467,7,crustacivore
Congridae,Heteroconger_perissodon,0.190340683,0.14612916,0.6026826,0.240561319,4.90E-04,0.008198741,3.88E-04,0.003455164,0.078923477,0.186985023,3.04E-04,0.003181108,1.27E-04,0.002207591,0.126743931,0.161581642,0.773028441,0.085785633,0.374686076,7,crustacivore
Congridae,Ariosoma_fasciatum,0.23653134,0.166831661,0.592682567,0.231202215,2.38E-04,0.002651686,0.001036882,0.021889107,0.057358399,0.141420019,2.69E-04,0.001824751,3.40E-04,0.013154327,0.111543438,0.150129327,0.771285632,0.08120722,0.352828902,7,crustacivore
Congridae,Ariosoma_anale,0.121588652,0.103101053,0.596832934,0.240143037,4.66E-04,0.00801436,4.26E-04,0.005144559,0.081131867,0.154999995,8.82E-05,6.32E-04,3.79E-05,5.16E-04,0.199429043,0.201638932,0.757208029,0.092138985,0.364791892,7,crustacivore
Congridae,Heteroconger_tricia,0.175226763,0.133343438,0.614507914,0.230177384,4.44E-04,0.01053035,8.37E-04,0.022206284,0.067666394,0.156536445,3.34E-04,0.00406086,4.89E-05,9.63E-04,0.14093582,0.168672767,0.767583896,0.087643862,0.352615496,7,crustacivore
Congridae,Heteroconger_tomberua,0.135240254,0.121590619,0.575790014,0.26326239,0.001550603,0.031892164,0.001253716,0.026566459,0.100146803,0.20210912,8.82E-04,0.019110534,8.30E-04,0.0231274,0.184306332,0.211189334,0.768683627,0.094379605,0.414925742,7,crustacivore
Congridae,Heteroconger_balteatus,0.209059876,0.153574808,0.595359941,0.239675059,0.001075866,0.023960057,3.35E-04,0.002870213,0.067288337,0.162127628,6.54E-04,0.015709589,0.00120965,0.031087254,0.125017565,0.162512255,0.770386023,0.085757122,0.368131074,7,crustacivore
Congridae,Heteroconger_taylori,0.158906335,0.126820795,0.601133695,0.249071504,5.54E-04,0.00920931,2.81E-04,0.002437835,0.087741107,0.192397777,2.54E-04,0.004410386,2.06E-04,0.004770285,0.150923141,0.1835725,0.768831254,0.090335453,0.385964839,7,crustacivore
Congridae,Conger_cinereus,0.289450117,0.257632335,0.642749501,0.285597043,0.011247814,0.075876812,0.002987828,0.03640612,0.017243108,0.073974499,0.012256956,0.071299906,0.001056319,0.014887969,0.023008356,0.073343252,0.851431586,0.082626624,0.413738534,7,crustacivore
Congridae,Heteroconger_longissimus,0.1097501,0.166365693,0.169166251,0.2238749,0.010371504,0.069913943,0.0029344,0.033532924,0.62575154,0.33496851,0.003088647,0.031301642,0.002484513,0.032608578,0.076453044,0.15125579,0.819436643,0.132228122,0.470037509,8,planktivore
Dactylopteridae,Dactyloptena_orientalis,0.15525775,0.175711987,0.715014202,0.260081578,0.009555998,0.061441372,0.003574224,0.024468343,0.032308256,0.103040199,0.017020981,0.080264078,0.003056767,0.038068066,0.064211823,0.135227582,0.83820231,0.108473519,0.373746108,7,crustacivore
Dactylopteridae,Dactylopterus_volitans,0.191583428,0.201189648,0.700042783,0.26578836,0.008513942,0.058097992,0.005474839,0.041926093,0.021443862,0.080329248,0.021166065,0.089205901,0.002500826,0.033607658,0.049274254,0.113447972,0.837987525,0.103171067,0.380347602,7,crustacivore
Diodontidae,Cyclichthys_spilostylus,0.069523123,0.096452226,0.085049147,0.127093882,0.005502558,0.034877021,0.008305337,0.035931335,0.018803267,0.057004318,0.756527824,0.252811032,0.006179991,0.033344456,0.050108753,0.097625909,0.816477331,0.151117695,0.325221363,6,macroinvertivore
Diodontidae,Cyclichthys_orbicularis,0.068413224,0.093578281,0.101404807,0.142529627,0.007622153,0.047221013,0.011267784,0.045733525,0.027870806,0.078788698,0.702772675,0.280429515,0.009387921,0.045624601,0.071260631,0.124680446,0.790833618,0.157950738,0.368602982,6,macroinvertivore
Diodontidae,Cyclichthys_hardenbergi,0.06269958,0.084155916,0.124091134,0.163229902,0.010870908,0.063119767,0.016685701,0.06155976,0.045434347,0.111937759,0.61268307,0.314603613,0.016652019,0.069527147,0.11088324,0.167854415,0.757643116,0.160579398,0.431294044,6,macroinvertivore
Diodontidae,Diodon_eydouxii,0.019797891,0.046277206,0.038050935,0.094886866,0.011592321,0.076757055,0.013466498,0.070413906,0.027527832,0.105552241,0.82299413,0.25799371,0.021990038,0.103672299,0.044580354,0.121583746,0.892878309,0.126704627,0.353874898,6,macroinvertivore
Diodontidae,Dicotylichthys_punctulatus,0.021849934,0.053904707,0.022983655,0.063352241,0.005151283,0.041058859,0.005938408,0.039035192,0.007608306,0.042735014,0.91765677,0.151470151,0.005416733,0.03846342,0.013394912,0.046416575,0.932693157,0.101311464,0.196296259,6,macroinvertivore
Diodontidae,Chilomycterus_spinosus_spinosus,0.02201745,0.047960514,0.038180076,0.091618654,0.008312228,0.049798808,0.010519021,0.053704695,0.020807278,0.083065718,0.846289281,0.222416813,0.0145678,0.079429452,0.039306866,0.106068594,0.893381232,0.124997667,0.2999784,6,macroinvertivore
Diodontidae,Chilomycterus_schoepfii,0.022025633,0.047988331,0.038378887,0.091941755,0.008397503,0.050256487,0.010612385,0.054040996,0.021035731,0.083684967,0.845122731,0.22351268,0.014725745,0.080028877,0.039701385,0.106841086,0.892890568,0.125247451,0.301633952,6,macroinvertivore
Diodontidae,Chilomycterus_antillarum,0.021800948,0.047484253,0.034441376,0.08539889,0.00680144,0.041909983,0.008853375,0.047591986,0.016749168,0.07138997,0.86745275,0.201481966,0.011712353,0.067671154,0.03218859,0.091535603,0.902800412,0.119876287,0.268735615,6,macroinvertivore
Diodontidae,Chilomycterus_spinosus_mauretanicus,0.023416554,0.055477204,0.048787529,0.112232134,0.012508358,0.07424131,0.016379537,0.078769927,0.031585858,0.112487196,0.787194414,0.283665349,0.023296791,0.111324134,0.05683096,0.140821807,0.875688727,0.135018179,0.390811322,6,macroinvertivore
Diodontidae,Chilomycterus_reticulatus,0.013560794,0.035369063,0.00673097,0.022766253,7.20E-04,0.008756976,0.001232179,0.012135591,6.71E-04,0.004079323,0.974966028,0.058470505,6.02E-04,0.006862917,0.001516623,0.006695376,0.974215237,0.053537964,0.074300731,6,macroinvertivore
Diodontidae,Allomycterus_pilatus,0.015507632,0.037761663,0.01275726,0.038668165,0.001485318,0.012412252,0.002731344,0.021139724,0.003169927,0.02042123,0.956984187,0.087959287,0.001807317,0.014289381,0.005557015,0.022295221,0.95780692,0.075461582,0.111253082,6,macroinvertivore
Diodontidae,Diodon_nicthemerus,0.017168921,0.0398205,0.019556512,0.055215097,0.002793001,0.021233356,0.004727423,0.03228401,0.008026511,0.047805236,0.930610949,0.129904078,0.004349656,0.030164828,0.012767025,0.045785852,0.939894851,0.093820754,0.168208689,6,macroinvertivore
Diodontidae,Tragulichthys_jaculiferus,0.02523825,0.055275822,0.040957774,0.095636174,0.008123842,0.054716152,0.010878381,0.054705374,0.020703726,0.088382555,0.84314034,0.231266088,0.013677535,0.078059169,0.037280153,0.102582126,0.893169146,0.127785326,0.310000057,6,macroinvertivore
Diodontidae,Chilomycterus_antennatus,0.022640108,0.060643165,0.026544014,0.079818392,0.013260299,0.076913082,0.009895693,0.055814185,0.010389462,0.052419892,0.887950042,0.196566102,0.011902283,0.070654823,0.017418099,0.06237643,0.923526018,0.109892526,0.263340873,6,macroinvertivore
Diodontidae,Diodon_holocanthus,0.018357836,0.052751332,0.017198894,0.058123998,0.008655486,0.056605574,0.00555296,0.03940676,0.006519021,0.043530273,0.92840553,0.152160683,0.006035502,0.046074347,0.009274771,0.046604838,0.946589515,0.091552599,0.200650942,6,macroinvertivore
Diodontidae,Diodon_hystrix,0.015570437,0.047632762,0.006882459,0.031953567,0.001761308,0.019839768,0.002722512,0.025458167,8.19E-04,0.008733091,0.968877886,0.085955499,0.002079201,0.024740956,0.001287133,0.011502864,0.973319719,0.058484428,0.111985225,6,macroinvertivore
Diodontidae,Diodon_liturosus,0.01839523,0.053740643,0.010576656,0.03871117,0.003141912,0.024558141,0.004259365,0.033458133,0.002365604,0.021586047,0.954219444,0.10993406,0.00338211,0.029181168,0.00365968,0.021637162,0.961064367,0.075794463,0.141351769,6,macroinvertivore
Echeneidae,Echeneis_neucratoides,0.719588957,0.244825823,0.075457338,0.113279572,0.001177286,0.016355098,0.005270877,0.04360665,0.170275141,0.239805426,0.013037752,0.057058196,0.001552288,0.025924394,0.013640361,0.049363653,0.847302116,0.082677297,0.372574957,4,piscivore
Echeneidae,Echeneis_naucrates,0.837281983,0.182811255,0.056070431,0.093083995,0.00110354,0.014361229,0.00385273,0.035046398,0.071842517,0.143610513,0.022426859,0.084284933,0.001395444,0.026161638,0.006026495,0.030719604,0.887924183,0.079161979,0.269953949,4,piscivore
Echeneidae,Remora_remora,0.466546506,0.323880492,0.044321911,0.086028856,0.003022314,0.031531937,0.00307874,0.030556524,0.45821352,0.353283821,0.016937864,0.076360509,0.000964932,0.020847794,0.006914214,0.028745224,0.847074408,0.088628036,0.496113702,4,piscivore
Elopidae,Elops_machnata,0.756639034,0.244814569,0.124986616,0.189094106,0.010875619,0.067158635,0.007689133,0.052316156,0.032676483,0.108698041,0.020759948,0.094688681,0.006542268,0.054851554,0.039830899,0.10886949,0.869258052,0.087133242,0.372264,4,piscivore
Ephippidae,Chaetodipterus_faber,0.095716556,0.183879031,0.036413193,0.100604377,0.015156062,0.079201543,0.003911956,0.041697266,0.009827332,0.059687419,0.020418828,0.090847425,0.81180557,0.278753129,0.006750502,0.034790745,0.901499565,0.116573675,0.377721896,1,sessile invertivores
Fistulariidae,Fistularia_commersonii,0.828287415,0.163639202,0.122173052,0.143722033,5.30E-04,0.007885581,4.78E-04,0.004250901,0.003220623,0.015964811,0.031916959,0.086740594,3.61E-05,6.47E-04,0.013357825,0.038629564,0.880533652,0.073671443,0.23829715,4,piscivore
Fistulariidae,Fistularia_tabacaria,0.845654035,0.166337062,0.097372803,0.129424511,9.39E-04,0.01105803,7.45E-04,0.007913277,0.002757952,0.019723219,0.043797346,0.113720379,6.48E-05,0.001138112,0.008669048,0.030782903,0.892956886,0.075142988,0.242639309,4,piscivore
Fistulariidae,Fistularia_petimba,0.798644696,0.217410161,0.10655072,0.159134755,0.006902087,0.050200635,0.004342204,0.036322495,0.006844168,0.037169386,0.058302971,0.148410576,0.001524955,0.0235572,0.016888199,0.062988692,0.882880797,0.083830696,0.323048379,4,piscivore
Gerreidae,Diapterus_rhombeus,0.455899556,0.168015948,0.411390097,0.187831526,1.66E-04,0.001498788,4.94E-04,0.002561212,0.010713946,0.022644068,0.028527174,0.056002137,6.81E-05,8.45E-04,0.092741719,0.087904315,0.742343602,0.071045393,0.273670829,4,piscivore
Gerreidae,Diapterus_auratus,0.387998083,0.159991706,0.443794975,0.192277799,1.88E-04,0.001518264,6.07E-04,0.003029048,0.01492367,0.030184273,0.022345556,0.046882283,8.93E-05,0.001082789,0.13005299,0.113079797,0.725081211,0.070797308,0.280137163,7,crustacivore
Gerreidae,Gerres_nigri,0.159823396,0.121297426,0.368275458,0.237649652,0.001207848,0.020653169,0.002088322,0.021674191,0.039430418,0.080543068,0.045807553,0.141863582,0.001245215,0.017798517,0.382121791,0.249959942,0.713522441,0.09524114,0.40186561,5,microinvertivore
Gerreidae,Gerres_oyena,0.317889621,0.169632008,0.399545424,0.220822511,3.86E-04,0.002833871,0.001003462,0.005575198,0.021381268,0.046618348,0.042940746,0.088704948,2.29E-04,0.002625487,0.216624096,0.181254226,0.699977179,0.07865555,0.347100186,7,crustacivore
Gerreidae,Gerres_oblongus,0.317889621,0.169632008,0.399545424,0.220822511,3.86E-04,0.002833871,0.001003462,0.005575198,0.021381268,0.046618348,0.042940746,0.088704948,2.29E-04,0.002625487,0.216624096,0.181254226,0.699977179,0.07865555,0.347100186,7,crustacivore
Gerreidae,Gerres_erythrourus,0.317889621,0.169632008,0.399545424,0.220822511,3.86E-04,0.002833871,0.001003462,0.005575198,0.021381268,0.046618348,0.042940746,0.088704948,2.29E-04,0.002625487,0.216624096,0.181254226,0.699977179,0.07865555,0.347100186,7,crustacivore
Gerreidae,Gerres_filamentosus,0.421745422,0.190186265,0.364988899,0.211867669,3.09E-04,0.002558109,7.35E-04,0.004561797,0.012875902,0.030548503,0.066100952,0.120028069,1.53E-04,0.001811395,0.133091643,0.135560901,0.716867214,0.079905789,0.338830438,4,piscivore
Gerreidae,Gerres_longirostris,0.451135613,0.207729365,0.31834745,0.211943913,3.43E-04,0.002734452,7.33E-04,0.00519936,0.010059333,0.026537305,0.108300712,0.173638142,1.68E-04,0.002081848,0.110912344,0.128644144,0.722424132,0.082152719,0.368122676,4,piscivore
Gerreidae,Ulaema_lefroyi,0.16443409,0.150981892,0.25824119,0.232493513,0.001680687,0.013144513,0.003237185,0.020293933,0.034880968,0.08304003,0.063119204,0.133817968,0.001684308,0.014345378,0.472722367,0.280542373,0.726722168,0.112144609,0.425612612,5,microinvertivore
Gerreidae,Eucinostomus_melanopterus,0.236816502,0.19466284,0.251097548,0.231784479,0.00164486,0.010911998,0.003362888,0.023337527,0.024458497,0.064780247,0.107507065,0.196211172,0.001758141,0.017510874,0.3733545,0.276669763,0.718804174,0.103847528,0.460249358,5,microinvertivore
Gerreidae,Eucinostomus_jonesii,0.118136018,0.127368598,0.223320246,0.224725458,0.002341389,0.020102292,0.004424677,0.029620103,0.040980959,0.097161569,0.046481036,0.110922748,0.003013235,0.024086185,0.56130244,0.283280575,0.752962126,0.120576332,0.413010894,5,microinvertivore
Gerreidae,Eucinostomus_gula,0.17793223,0.16788968,0.233911805,0.229629764,0.00228753,0.016495467,0.004434791,0.030561095,0.031095142,0.079706498,0.080670754,0.164996102,0.002742839,0.024852853,0.46692491,0.289027734,0.733665184,0.114561044,0.447050768,5,microinvertivore
Gerreidae,Eucinostomus_argenteus,0.099549923,0.131650011,0.167032871,0.213100361,0.011244443,0.068249794,0.009930228,0.064968958,0.043040343,0.113604302,0.059368889,0.15147484,0.012067299,0.071232625,0.597766005,0.304657435,0.784203767,0.128439754,0.453170269,5,microinvertivore
Gerreidae,Gerres_cinereus,0.09947266,0.155966513,0.083143122,0.154940709,0.008676943,0.060067834,0.004723993,0.037170586,0.010420485,0.048706974,0.740074699,0.300989655,0.003476994,0.032260649,0.050011104,0.116639243,0.849811085,0.139129596,0.401166521,6,macroinvertivore
Gobiesocidae,Lepadichthys_coccinotaenia,0.006232067,0.02030302,0.077409145,0.148196916,0.038546092,0.12903225,0.014129589,0.064857751,0.113037279,0.200182684,0.605463225,0.342077881,0.00402687,0.044185899,0.141155733,0.213650366,0.816661195,0.131302516,0.497915298,6,macroinvertivore
Gobiidae,Arcygobius_baliurus,0.012221378,0.02032059,0.026486304,0.051123631,0.026321616,0.139458629,0.002229992,0.020478154,0.258457377,0.239478408,6.15E-04,0.01892749,6.36E-05,0.001103564,0.673604825,0.262223286,0.84823735,0.077660353,0.386477739,5,microinvertivore
Gobiidae,Amoya_gracilis,0.033259431,0.043420661,0.042566229,0.063601359,0.015530959,0.095967322,0.001965043,0.013813707,0.226544456,0.222386566,5.51E-04,0.006030706,3.10E-05,6.94E-04,0.679552273,0.241652525,0.816392356,0.096344761,0.351026509,5,microinvertivore
Gobiidae,Amoya_signata,0.001792885,0.003232976,0.009450094,0.01888815,0.009634709,0.074882771,0.001014514,0.005878389,0.308122476,0.247172308,3.17E-05,5.93E-04,3.01E-05,4.82E-04,0.669923565,0.252308313,0.866824124,0.05635068,0.361612248,5,microinvertivore
Gobiidae,Amoya_madraspatensis,0.003861119,0.006403122,0.014191373,0.02607174,0.010822101,0.079389387,0.001096326,0.005598402,0.280611414,0.235528255,6.68E-05,0.001165865,2.80E-05,4.64E-04,0.689322849,0.24303042,0.861663572,0.061975651,0.348702841,5,microinvertivore
Gobiidae,Amblygobius_linki,0.003109921,0.005571808,0.012077645,0.021025171,0.007392891,0.065972168,0.001365702,0.012325704,0.308255219,0.242794868,3.18E-05,3.46E-04,5.41E-05,0.001488785,0.667712732,0.24595645,0.86129138,0.055959615,0.352737313,5,microinvertivore
Gobiidae,Callogobius_flavobrunneus,0.003786391,0.006203648,0.014347,0.033165986,0.013476055,0.09641749,0.001100634,0.008436421,0.303736239,0.252149343,5.35E-05,6.18E-04,3.31E-05,5.50E-04,0.663467059,0.258891423,0.861859894,0.060278461,0.375647066,5,microinvertivore
Gobiidae,Vanderhorstia_belloides,0.001166828,0.002681476,0.007923506,0.020178614,0.008179662,0.056435521,0.001439395,0.012352599,0.316403419,0.259480929,6.91E-05,0.002269751,4.04E-04,0.011032685,0.664414273,0.261194708,0.869692586,0.056887983,0.373405706,5,microinvertivore
Gobiidae,Callogobius_centrolepis,6.78E-04,0.001757183,0.005526338,0.017967102,0.011266862,0.093356544,9.54E-04,0.004863252,0.357139933,0.279851623,7.13E-06,1.02E-04,1.09E-04,0.002438685,0.624319663,0.282789494,0.873561818,0.05053939,0.40909386,5,microinvertivore
Gobiidae,Gymneleotris_seminuda,0.001297167,0.002574494,0.007462418,0.014210629,0.025518802,0.139193471,0.001477031,0.011187364,0.318078292,0.249002149,1.45E-05,1.53E-04,2.31E-05,4.63E-04,0.646128706,0.262245937,0.867148502,0.053908212,0.3879224,5,microinvertivore
Gobiidae,Ego_zebra,3.90E-04,8.36E-04,0.003898057,0.008095755,0.009559917,0.07939909,7.52E-04,0.003809358,0.36810261,0.28746858,5.95E-06,1.30E-04,2.19E-04,0.008039505,0.617072379,0.28972923,0.875657716,0.050871438,0.415969745,5,microinvertivore
Gobiidae,Hetereleotris_nebulofasciata,0.001248608,0.002195608,0.007591259,0.01675177,0.007386937,0.061903213,0.001308996,0.009463273,0.320662129,0.25256515,1.96E-05,1.94E-04,3.46E-05,5.13E-04,0.66174785,0.253561464,0.868894373,0.052987349,0.363716752,5,microinvertivore
Gobiidae,Hetereleotris_diademata,0.001812963,0.003085542,0.009259922,0.018908783,0.007720148,0.063612157,0.0013847,0.010107766,0.306084132,0.243616604,2.88E-05,2.80E-04,3.22E-05,4.63E-04,0.673677071,0.245315629,0.86667729,0.054704686,0.352199994,5,microinvertivore
Gobiidae,Hetereleotris_vinsoni,0.002032691,0.003426614,0.009842749,0.019660418,0.00782911,0.06417389,0.001408769,0.010308279,0.301794972,0.241068756,3.25E-05,3.14E-04,3.17E-05,4.52E-04,0.677027595,0.243014088,0.865980552,0.055351723,0.348988707,5,microinvertivore
Gobiidae,Hetereleotris_kenyae,0.001711558,0.002927201,0.008979984,0.018547445,0.007666582,0.063333477,0.001372814,0.010007725,0.308276385,0.244940701,2.71E-05,2.65E-04,3.26E-05,4.69E-04,0.671932964,0.246520918,0.867006552,0.05443042,0.353882269,5,microinvertivore
Gobiidae,Hetereleotris_caminata,6.36E-04,0.001201051,0.005303522,0.01378504,0.006885967,0.060164795,0.001187571,0.00844777,0.348728022,0.270801916,9.79E-06,1.01E-04,4.14E-05,6.84E-04,0.637207442,0.270885584,0.872766208,0.05139865,0.388066737,5,microinvertivore
Gobiidae,Hetereleotris_poecila,0.001899697,0.003220492,0.009493677,0.019210345,0.007764246,0.063840559,0.001394452,0.010189359,0.304320706,0.24256093,3.03E-05,2.93E-04,3.20E-05,4.58E-04,0.675064972,0.244359011,0.866403063,0.054953123,0.350865039,5,microinvertivore
Gobiidae,Hetereleotris_zonata,0.003039622,0.00496132,0.01220249,0.022697152,0.008243745,0.066191852,0.001500389,0.011043006,0.287582107,0.233194195,4.94E-05,4.67E-04,3.00E-05,4.31E-04,0.687352261,0.236090436,0.86309765,0.057983448,0.339354851,5,microinvertivore
Gobiidae,Hetereleotris_vulgaris,6.36E-04,0.001201051,0.005303522,0.01378504,0.006885967,0.060164795,0.001187571,0.00844777,0.348728022,0.270801916,9.79E-06,1.01E-04,4.14E-05,6.84E-04,0.637207442,0.270885584,0.872766208,0.05139865,0.388066737,5,microinvertivore
Gobiidae,Vanderhorstia_flavilineata,0.005621329,0.009392557,0.01656721,0.029949693,0.01299846,0.099274113,0.001987902,0.019047514,0.275862228,0.235427236,5.66E-04,0.020956153,6.46E-04,0.019066843,0.685751187,0.246945791,0.859709289,0.066146824,0.358349373,5,microinvertivore
Gobiidae,Valenciennea_immaculata,0.025434155,0.036422078,0.03629036,0.06119676,0.041949007,0.17318281,0.002301984,0.021583011,0.223847599,0.221946035,9.38E-04,0.020012136,4.53E-05,8.39E-04,0.669194102,0.257499852,0.829114306,0.090733883,0.38922632,5,microinvertivore
Gobiidae,Mugilogobius_fusca,0.001157787,0.003815258,0.007093386,0.015799184,0.009159229,0.076834887,0.001934755,0.022731516,0.33835018,0.267234377,1.90E-05,4.89E-04,5.07E-05,0.00131496,0.642235025,0.271031359,0.870865591,0.054384786,0.389305369,5,microinvertivore
Gobiidae,Vanderhorstia_dorsomacula,0.001602494,0.002870087,0.008184692,0.015014659,0.026605428,0.137497507,0.001224612,0.01018657,0.323640169,0.263382694,2.24E-05,2.50E-04,1.55E-04,0.005626922,0.638564992,0.27445537,0.868408648,0.056696988,0.404933237,5,microinvertivore
Gobiidae,Eviota_monostigma,3.13E-04,7.08E-04,0.00329021,0.007197831,0.004178323,0.044695309,0.001280117,0.016766389,0.403125398,0.302026697,4.26E-06,6.36E-05,4.35E-05,8.04E-04,0.587765621,0.302050632,0.87776832,0.051458707,0.429867949,5,microinvertivore
Gobiidae,Elacatinus_lobeli,2.83E-04,6.81E-04,0.003433499,0.008326196,0.008909002,0.075379885,0.001416079,0.017277791,0.388653051,0.299557883,8.59E-06,2.13E-04,2.26E-04,0.005048801,0.597070814,0.300911341,0.878612553,0.053841435,0.431692639,5,microinvertivore
Gobiidae,Amblygobius_esakiae,0.007220597,0.014553957,0.018389402,0.030013452,0.018522841,0.108941184,0.001632545,0.012099597,0.288620713,0.241987089,7.84E-05,7.30E-04,7.25E-05,0.001718329,0.665462942,0.252334902,0.85216092,0.066902806,0.367914863,5,microinvertivore
Gobiidae,Pterogobius_virgo,0.001987986,0.003315647,0.009535881,0.015668204,7.43E-04,0.0040606,6.72E-04,0.003043703,0.391086982,0.249855356,1.86E-05,1.88E-04,1.69E-05,3.26E-04,0.595939604,0.248691229,0.857311772,0.043164141,0.352926915,5,microinvertivore
Gobiidae,Gobius_tetrophthalmus,0.005243463,0.008040994,0.016838196,0.031792558,0.007363474,0.062755585,0.001436938,0.008535452,0.272590431,0.231278982,9.16E-05,0.00145748,3.01E-05,4.49E-04,0.696405795,0.236655201,0.858958169,0.064441319,0.338503353,5,microinvertivore
Gobiidae,Gobulus_crescentalis,0.002219093,0.004068115,0.01038254,0.020255907,0.023122351,0.129947645,0.001042291,0.006127449,0.298715604,0.247828891,4.72E-05,6.02E-04,3.60E-05,5.42E-04,0.664434951,0.261093797,0.866262126,0.056896962,0.383328285,5,microinvertivore
Gobiidae,Gobulus_myersi,0.038595552,0.051780691,0.04574632,0.071999657,0.02970911,0.146715623,0.001916458,0.014382279,0.21910551,0.216200196,0.001026427,0.012484734,4.10E-05,7.39E-04,0.663859621,0.249436773,0.811254101,0.096841704,0.372444838,5,microinvertivore
Gobiidae,Gobulus_hancocki,0.001681669,0.003169136,0.008922455,0.017588871,0.022471725,0.12803187,0.001005244,0.005924075,0.308817808,0.253552754,3.48E-05,4.37E-04,3.73E-05,5.75E-04,0.65702898,0.265510415,0.868112532,0.05532427,0.389271072,5,microinvertivore
Gobiidae,Valenciennea_decora,0.017535752,0.025780856,0.030249818,0.047814054,0.020713454,0.123119884,0.002033755,0.018435212,0.260565305,0.23351015,2.49E-04,0.002627032,6.22E-05,0.001719196,0.668590479,0.249472025,0.835808876,0.081588714,0.3677259,5,microinvertivore
Gobiidae,Asterropteryx_spinosa,9.45E-04,0.001659613,0.006347582,0.012320803,0.004266324,0.048804855,7.29E-04,0.004119895,0.342540175,0.258205789,1.45E-05,2.35E-04,5.36E-04,0.022370472,0.644620534,0.259921372,0.870090789,0.049645417,0.370517592,5,microinvertivore
Gobiidae,Pterogobius_elapoides,0.006666159,0.009702541,0.018625026,0.028886841,0.001024773,0.005974087,7.98E-04,0.003360324,0.342654863,0.235570476,6.39E-05,5.49E-04,2.22E-05,4.36E-04,0.630145643,0.234034739,0.844818799,0.053808414,0.333529265,5,microinvertivore
